Tanggal,Judul Berita,URL,Label
"Kamis, 04 Jun 2026 19:22 WIB",Video: Euforia Piala Dunia 2026 Bawa Rezeki ke Penjahit Bendera di Polman,https://20.detik.com/detikupdate/20260604-260604103/video-euforia-piala-dunia-2026-bawa-rezeki-ke-penjahit-bendera-di-polman,Finance
"Kamis, 04 Jun 2026 19:15 WIB",Bos Baru BGN Tak Lagi Kejar Target 82 Juta Penerima MBG,https://finance.detik.com/berita-ekonomi-bisnis/d-8518313/bos-baru-bgn-tak-lagi-kejar-target-82-juta-penerima-mbg,Finance
"Kamis, 04 Jun 2026 19:00 WIB","Waka BGN Mayjen Trenggono Bakal Mundur dari TNI, Fokus Urus MBG di 3T",https://finance.detik.com/berita-ekonomi-bisnis/d-8518254/waka-bgn-mayjen-trenggono-bakal-mundur-dari-tni-fokus-urus-mbg-di-3t,Finance
"Kamis, 04 Jun 2026 18:45 WIB","Solusi PLTS Hybrid Jarwinn, Jaga Stabilitas Energi di Wilayah 3T",https://finance.detik.com/energi/d-8518256/solusi-plts-hybrid-jarwinn-jaga-stabilitas-energi-di-wilayah-3t,Finance
"Kamis, 04 Jun 2026 18:40 WIB",Ketok Palu! DPR Sahkan Perubahan UU P2SK Jadi Undang-Undang,https://finance.detik.com/foto-bisnis/d-8518214/ketok-palu-dpr-sahkan-perubahan-uu-p2sk-jadi-undang-undang,Finance
"Kamis, 04 Jun 2026 18:32 WIB","Purbaya Rombak Tukin DJP, Langgar Disiplin Berimbas ke Penghasilan",https://finance.detik.com/berita-ekonomi-bisnis/d-8518236/purbaya-rombak-tukin-djp-langgar-disiplin-berimbas-ke-penghasilan,Finance
"Kamis, 04 Jun 2026 18:30 WIB","Purbaya Ungkap RI Bakal Bentuk Bursa Mineral, Ini Alasannya",https://finance.detik.com/energi/d-8518131/purbaya-ungkap-ri-bakal-bentuk-bursa-mineral-ini-alasannya,Finance
"Kamis, 04 Jun 2026 18:16 WIB","Tingkatkan Soliditas Pegawai, Brantas Abipraya Bangun Budaya Komunikatif",https://finance.detik.com/infrastruktur/d-8518203/tingkatkan-soliditas-pegawai-brantas-abipraya-bangun-budaya-komunikatif,Finance
"Kamis, 04 Jun 2026 17:58 WIB","Sejumlah Aspek Alami Pertumbuhan, Alfamart Bagikan Dividen Rp 1,7 Triliun",https://finance.detik.com/bursa-dan-valas/d-8518166/sejumlah-aspek-alami-pertumbuhan-alfamart-bagikan-dividen-rp-1-7-triliun,Finance
"Kamis, 04 Jun 2026 17:55 WIB",4 Gebrakan Bos Baru BGN untuk Efisiensi Anggaran MBG,https://finance.detik.com/berita-ekonomi-bisnis/d-8518160/4-gebrakan-bos-baru-bgn-untuk-efisiensi-anggaran-mbg,Finance
"Kamis, 04 Jun 2026 17:54 WIB",Job Fair Jadi Harapan di Tengah Ketatnya Persaingan,https://finance.detik.com/foto-bisnis/d-8517754/job-fair-jadi-harapan-di-tengah-ketatnya-persaingan,Finance
"Kamis, 04 Jun 2026 17:48 WIB",Semua SPBU Wajib Campur BBM dengan Etanol 5% Mulai Semester II Tahun Ini!,https://finance.detik.com/energi/d-8518136/semua-spbu-wajib-campur-bbm-dengan-etanol-5-mulai-semester-ii-tahun-ini,Finance
"Kamis, 04 Jun 2026 17:44 WIB","Tak Cuma Jual Gas, Anak Usaha Pertamina Gelar Layanan Kesehatan untuk Warga",https://finance.detik.com/berita-ekonomi-bisnis/d-8518501/tak-cuma-jual-gas-anak-usaha-pertamina-gelar-layanan-kesehatan-untuk-warga,Finance
"Kamis, 04 Jun 2026 17:30 WIB",Industri Mamin Hadapi Tekanan Kurs dan Kenaikan Biaya Produksi,https://finance.detik.com/foto-bisnis/d-8518169/industri-mamin-hadapi-tekanan-kurs-dan-kenaikan-biaya-produksi,Finance
"Kamis, 04 Jun 2026 17:19 WIB","Harga Avtur Melonjak, Pemerintah Siapkan Skema Baru Tarif Tiket Pesawat",https://finance.detik.com/berita-ekonomi-bisnis/d-8518072/harga-avtur-melonjak-pemerintah-siapkan-skema-baru-tarif-tiket-pesawat,Finance
"Kamis, 04 Jun 2026 17:04 WIB","Bangun 69 Gedung SPPG di 15 Provinsi, PT PP Ungkap Keunggulannya",https://finance.detik.com/infrastruktur/d-8518047/bangun-69-gedung-sppg-di-15-provinsi-pt-pp-ungkap-keunggulannya,Finance
"Kamis, 04 Jun 2026 17:00 WIB","RI Masih Kecanduan Pembangkit Listrik Batu Bara, Begini Datanya",https://finance.detik.com/energi/d-8518034/ri-masih-kecanduan-pembangkit-listrik-batu-bara-begini-datanya,Finance
"Kamis, 04 Jun 2026 16:56 WIB",Purbaya Bocorkan Kondisi APBN: Defisit Naik Sedikit,https://finance.detik.com/berita-ekonomi-bisnis/d-8518023/purbaya-bocorkan-kondisi-apbn-defisit-naik-sedikit,Finance
"Kamis, 04 Jun 2026 16:53 WIB",Video: Purbaya Bantah Isu Mau Mundur dari Menteri Keuangan,https://20.detik.com/detikupdate/20260604-260604094/video-purbaya-bantah-isu-mau-mundur-dari-menteri-keuangan,Finance
"Kamis, 04 Jun 2026 16:49 WIB","IHSG Parkir di Level 5,839, Turun 1,70%",https://finance.detik.com/bursa-dan-valas/d-8517992/ihsg-parkir-di-level-5-839-turun-1-70,Finance
"Kamis, 04 Jun 2026 16:45 WIB","Pedih Lihat Portofolio Saham Merah-merah, Investor Mesti Gimana?",https://finance.detik.com/bursa-dan-valas/d-8517987/pedih-lihat-portofolio-saham-merah-merah-investor-mesti-gimana,Finance
"Kamis, 04 Jun 2026 16:41 WIB","Kuartal I 2026, Laba Alfamidi Naik 39,50% Jadi Rp 265,57 Miliar",https://finance.detik.com/bursa-dan-valas/d-8517973/kuartal-i-2026-laba-alfamidi-naik-39-50-jadi-rp-265-57-miliar,Finance
"Kamis, 04 Jun 2026 15:58 WIB",Bos Bursa Bolak-balik Temui Investor Global demi Pulihkan Pasar Modal RI,https://finance.detik.com/bursa-dan-valas/d-8517907/bos-bursa-bolak-balik-temui-investor-global-demi-pulihkan-pasar-modal-ri,Finance
"Kamis, 04 Jun 2026 15:51 WIB",ESDM Sebut Tarif Listrik Sejak 2017 Tak Pernah Naik,https://finance.detik.com/energi/d-8517885/esdm-sebut-tarif-listrik-sejak-2017-tak-pernah-naik,Finance
"Kamis, 04 Jun 2026 15:44 WIB",Kemendag Masih Pelajari Rencana AS Patok Tarif Baru 10% ke RI,https://finance.detik.com/berita-ekonomi-bisnis/d-8517874/kemendag-masih-pelajari-rencana-as-patok-tarif-baru-10-ke-ri,Finance
"Kamis, 04 Jun 2026 15:42 WIB","Purbaya Ungkap Hasil Pertemuan dengan S&P, Janji Defisit APBN di Bawah 3%",https://finance.detik.com/berita-ekonomi-bisnis/d-8517871/purbaya-ungkap-hasil-pertemuan-dengan-s-p-janji-defisit-apbn-di-bawah-3,Finance
"Kamis, 04 Jun 2026 15:31 WIB",BEI Tepis Kabar Pasar Modal RI Turun Kasta,https://finance.detik.com/bursa-dan-valas/d-8517853/bei-tepis-kabar-pasar-modal-ri-turun-kasta,Finance
"Kamis, 04 Jun 2026 15:24 WIB","Tiba-tiba Dikabarkan Mau Mundur dari Menkeu, Purbaya: Nggak Bener",https://finance.detik.com/berita-ekonomi-bisnis/d-8517843/tiba-tiba-dikabarkan-mau-mundur-dari-menkeu-purbaya-nggak-bener,Finance
"Kamis, 04 Jun 2026 15:16 WIB","IHSG Merosot, Bos Bursa Minta Investor Tak Panik",https://finance.detik.com/bursa-dan-valas/d-8517825/ihsg-merosot-bos-bursa-minta-investor-tak-panik,Finance
"Kamis, 04 Jun 2026 15:12 WIB","Ekspor Batu Bara-Sawit Satu Pintu Lewat DSI, Mendag Terbitkan 3 Aturan",https://finance.detik.com/berita-ekonomi-bisnis/d-8517815/ekspor-batu-bara-sawit-satu-pintu-lewat-dsi-mendag-terbitkan-3-aturan,Finance
"Kamis, 04 Jun 2026 15:08 WIB","Kemenhub Sudah Habiskan Rp 9 T Hingga Mei 2026, Belanja Pegawai Tertinggi",https://finance.detik.com/infrastruktur/d-8517808/kemenhub-sudah-habiskan-rp-9-t-hingga-mei-2026-belanja-pegawai-tertinggi,Finance
"Kamis, 04 Jun 2026 14:45 WIB","IHSG Jatuh ke Level 5.700-an, 683 Saham Berakhir di Zona Merah",https://finance.detik.com/foto-bisnis/d-8517745/ihsg-jatuh-ke-level-5-700-an-683-saham-berakhir-di-zona-merah,Finance
"Kamis, 04 Jun 2026 14:44 WIB",Apa Kabar Ekonomi Kita?,https://finance.detik.com/berita-ekonomi-bisnis/d-8517426/apa-kabar-ekonomi-kita,Finance
"Kamis, 04 Jun 2026 14:12 WIB","Danantara Bakal Terbitkan Merah Putih Bond, Orang Kaya RI Wajib Beli?",https://finance.detik.com/moneter/d-8517702/danantara-bakal-terbitkan-merah-putih-bond-orang-kaya-ri-wajib-beli,Finance
"Kamis, 04 Jun 2026 14:10 WIB","IHSG Turun 33% Sepanjang 2026, Purbaya: Ekonomi Kita Bagus dan Akan Membaik",https://finance.detik.com/bursa-dan-valas/d-8517695/ihsg-turun-33-sepanjang-2026-purbaya-ekonomi-kita-bagus-dan-akan-membaik,Finance
"Kamis, 04 Jun 2026 14:01 WIB","Di Tengah Tekanan Ekonomi, Warga Andalkan Bantuan Pangan",https://finance.detik.com/foto-bisnis/d-8517313/di-tengah-tekanan-ekonomi-warga-andalkan-bantuan-pangan,Finance
"Kamis, 04 Jun 2026 13:58 WIB","Peternak di Blitar Bagi-bagi Telur Gegara Harga Anjlok, Mendag Buka Suara",https://finance.detik.com/berita-ekonomi-bisnis/d-8517640/peternak-di-blitar-bagi-bagi-telur-gegara-harga-anjlok-mendag-buka-suara,Finance
"Kamis, 04 Jun 2026 13:41 WIB",Purbaya soal Outlook Negatif Moody's ke Danantara: Sudah Bagus Itu,https://finance.detik.com/moneter/d-8517622/purbaya-soal-outlook-negatif-moodys-ke-danantara-sudah-bagus-itu,Finance
"Kamis, 04 Jun 2026 13:41 WIB",BI Ungkap Biang Kerok Rupiah Jeblok ke Rp 18.000,https://finance.detik.com/moneter/d-8517618/bi-ungkap-biang-kerok-rupiah-jeblok-ke-rp-18-000,Finance
"Kamis, 04 Jun 2026 13:41 WIB","Rupiah Tertekan, Dolar AS Sentuh Rp18.000",https://finance.detik.com/foto-bisnis/d-8517514/rupiah-tertekan-dolar-as-sentuh-rp18-000,Finance
"Kamis, 04 Jun 2026 13:37 WIB",Purbaya Buka Suara Dolar AS Tembus Rp 18.000: Saya Serahkan ke BI,https://finance.detik.com/bursa-dan-valas/d-8517612/purbaya-buka-suara-dolar-as-tembus-rp-18-000-saya-serahkan-ke-bi,Finance
"Kamis, 04 Jun 2026 13:28 WIB","Asing Lepas Rp 5,94 T, Saham Bank Raksasa Berguguran",https://finance.detik.com/bursa-dan-valas/d-8517587/asing-lepas-rp-5-94-t-saham-bank-raksasa-berguguran,Finance
"Kamis, 04 Jun 2026 13:15 WIB",Kenali Penyebab Kebakaran Rumah dan Pentingnya Memiliki Asuransi Rumah,https://finance.detik.com/moneter/d-8517553/kenali-penyebab-kebakaran-rumah-dan-pentingnya-memiliki-asuransi-rumah,Finance
"Kamis, 04 Jun 2026 13:06 WIB",KAI Diminta Segera Tutup Perlintasan Liar,https://finance.detik.com/berita-ekonomi-bisnis/d-8517528/kai-diminta-segera-tutup-perlintasan-liar,Finance
"Kamis, 04 Jun 2026 12:57 WIB","Dolar AS Tembus Rp 18.000, Mendag: Ekspor Tetap Naik",https://finance.detik.com/bursa-dan-valas/d-8517512/dolar-as-tembus-rp-18-000-mendag-ekspor-tetap-naik,Finance
"Kamis, 04 Jun 2026 12:41 WIB","Korban PHK Tembus 23.470 Orang, Paling Banyak di Jawa Barat",https://finance.detik.com/berita-ekonomi-bisnis/d-8517466/korban-phk-tembus-23-470-orang-paling-banyak-di-jawa-barat,Finance
"Kamis, 04 Jun 2026 12:33 WIB","683 Saham Merah, IHSG Turun 3,48%",https://finance.detik.com/bursa-dan-valas/d-8517454/683-saham-merah-ihsg-turun-3-48,Finance
"Kamis, 04 Jun 2026 12:17 WIB",Pemerintah Sepakat HET Minyakita Naik,https://finance.detik.com/berita-ekonomi-bisnis/d-8517428/pemerintah-sepakat-het-minyakita-naik,Finance
"Kamis, 04 Jun 2026 12:15 WIB",Ultimatum Prabowo: MBG Tak Boleh Jadi Sarana Memperkaya Oknum!,https://finance.detik.com/berita-ekonomi-bisnis/d-8517418/ultimatum-prabowo-mbg-tak-boleh-jadi-sarana-memperkaya-oknum,Finance
"Kamis, 04 Jun 2026 12:03 WIB",23.470 Pekerja Kena PHK Sepanjang Januari-Mei 2026,https://finance.detik.com/berita-ekonomi-bisnis/d-8517409/23-470-pekerja-kena-phk-sepanjang-januari-mei-2026,Finance
"Kamis, 04 Jun 2026 11:45 WIB",Prabowo Pede MBG Tetap Berhasil Meski Mantan Bos BGN Kena Kasus Korupsi,https://finance.detik.com/berita-ekonomi-bisnis/d-8517377/prabowo-pede-mbg-tetap-berhasil-meski-mantan-bos-bgn-kena-kasus-korupsi,Finance
"Kamis, 04 Jun 2026 11:37 WIB","Digarap Nindya Karya, Sekolah Rakyat Jember Hadirkan Ruang Generasi Muda",https://finance.detik.com/infrastruktur/d-8517371/digarap-nindya-karya-sekolah-rakyat-jember-hadirkan-ruang-generasi-muda,Finance
"Kamis, 04 Jun 2026 11:29 WIB",Poster Pendaftaran CPNS 2026 Hoaks!,https://finance.detik.com/berita-ekonomi-bisnis/d-8517357/poster-pendaftaran-cpns-2026-hoaks,Finance
"Kamis, 04 Jun 2026 11:23 WIB",OJK Dapat Tambahan Tugas Usai RUU P2SK Jadi UU: Awasi Dana Haji-Tapera,https://finance.detik.com/moneter/d-8517358/ojk-dapat-tambahan-tugas-usai-ruu-p2sk-jadi-uu-awasi-dana-haji-tapera,Finance
"Kamis, 04 Jun 2026 11:15 WIB","Tunjuk Hidung Mitra MBG yang Curang, Prabowo: Kembalilah ke Jalan yang Benar!",https://finance.detik.com/berita-ekonomi-bisnis/d-8517343/tunjuk-hidung-mitra-mbg-yang-curang-prabowo-kembalilah-ke-jalan-yang-benar,Finance
"Kamis, 04 Jun 2026 11:08 WIB",Garuda Ungkap Bandara Jeddah Padat Bikin Pesawat Haji Delay,https://finance.detik.com/berita-ekonomi-bisnis/d-8517338/garuda-ungkap-bandara-jeddah-padat-bikin-pesawat-haji-delay,Finance
"Kamis, 04 Jun 2026 11:05 WIB",Komisaris Pertamina Apresiasi Program TJSL Uma Palak Lestari,https://finance.detik.com/berita-ekonomi-bisnis/d-8517327/komisaris-pertamina-apresiasi-program-tjsl-uma-palak-lestari,Finance
"Kamis, 04 Jun 2026 11:00 WIB","RUU P2SK Disetujui Jadi UU, Purbaya: Penting untuk Dorong Ekonomi",https://finance.detik.com/moneter/d-8517309/ruu-p2sk-disetujui-jadi-uu-purbaya-penting-untuk-dorong-ekonomi,Finance
"Kamis, 04 Jun 2026 10:42 WIB","DPR Ketok Palu UU P2SK, Ini Poin-poin Pentingnya",https://finance.detik.com/berita-ekonomi-bisnis/d-8517263/dpr-ketok-palu-uu-p2sk-ini-poin-poin-pentingnya,Finance
"Kamis, 04 Jun 2026 10:30 WIB","Pengusaha Muda Cari Ketum Baru, Ini Profil 4 Calonnya",https://finance.detik.com/berita-ekonomi-bisnis/d-8517248/pengusaha-muda-cari-ketum-baru-ini-profil-4-calonnya,Finance
"Kamis, 04 Jun 2026 10:26 WIB","Pertamina Patra Niaga Perdana Buka PINDEX 2026, Ada Pameran-Forum Teknologi",https://finance.detik.com/energi/d-8517243/pertamina-patra-niaga-perdana-buka-pindex-2026-ada-pameran-forum-teknologi,Finance
"Kamis, 04 Jun 2026 10:17 WIB",Ini Penyebab IHSG Turun 4% Lebih,https://finance.detik.com/bursa-dan-valas/d-8517232/ini-penyebab-ihsg-turun-4-lebih,Finance
"Kamis, 04 Jun 2026 10:02 WIB",Harga Emas Antam Hari Ini Jatuh Lagi!,https://finance.detik.com/berita-ekonomi-bisnis/d-8517206/harga-emas-antam-hari-ini-jatuh-lagi,Finance
"Kamis, 04 Jun 2026 09:52 WIB","Jadi Tersangka KPK, Wamen Imipas Silmy Karim Punya Harta Rp 234 M",https://finance.detik.com/berita-ekonomi-bisnis/d-8517197/jadi-tersangka-kpk-wamen-imipas-silmy-karim-punya-harta-rp-234-m,Finance
"Kamis, 04 Jun 2026 09:14 WIB",IHSG Turun ke 5.800-an,https://finance.detik.com/bursa-dan-valas/d-8517128/ihsg-turun-ke-5-800-an,Finance
"Kamis, 04 Jun 2026 09:05 WIB","Trump Teken Aturan Baru, 8.000 PNS AS Terancam PHK",https://finance.detik.com/berita-ekonomi-bisnis/d-8517080/trump-teken-aturan-baru-8-000-pns-as-terancam-phk,Finance
"Kamis, 04 Jun 2026 09:00 WIB",Pertama dalam Sejarah! Dolar Singapura Rp 14.000,https://finance.detik.com/bursa-dan-valas/d-8517115/pertama-dalam-sejarah-dolar-singapura-rp-14-000,Finance
"Kamis, 04 Jun 2026 09:00 WIB","KAI Bakal Jadi Holding, INKA Subholding",https://finance.detik.com/berita-ekonomi-bisnis/d-8516807/kai-bakal-jadi-holding-inka-subholding,Finance
"Kamis, 04 Jun 2026 08:43 WIB",Video Rupiah Ambyar! Dolar AS Sempat Tembus Rp 18.000,https://20.detik.com/detikupdate/20260604-260604013/video-rupiah-ambyar-dolar-as-sempat-tembus-rp-18000,Finance
"Kamis, 04 Jun 2026 08:29 WIB","HRTA Kejar Rp 70 Triliun, JTPE Bagi Dividen dan ALDO Buyback",https://finance.detik.com/bursa-dan-valas/d-8517083/hrta-kejar-rp-70-triliun-jtpe-bagi-dividen-dan-aldo-buyback,Finance
"Kamis, 04 Jun 2026 08:25 WIB",Danantara Dapat Outlook Negatif dari Moody's,https://finance.detik.com/berita-ekonomi-bisnis/d-8516928/danantara-dapat-outlook-negatif-dari-moodys,Finance
"Kamis, 04 Jun 2026 08:00 WIB","Penjelasan Menteri UMKM soal Influencer-Selebgram Tak Dapat PPh Final 0,5%",https://finance.detik.com/berita-ekonomi-bisnis/d-8516799/penjelasan-menteri-umkm-soal-influencer-selebgram-tak-dapat-pph-final-0-5,Finance
"Kamis, 04 Jun 2026 07:33 WIB",Dolar AS Sudah Tembus Rp 18.000,https://finance.detik.com/bursa-dan-valas/d-8517059/dolar-as-sudah-tembus-rp-18-000,Finance
"Kamis, 04 Jun 2026 07:30 WIB",Sebanyak Ini Perlintasan Kereta yang Tak Punya Penjaga,https://finance.detik.com/infrastruktur/d-8516789/sebanyak-ini-perlintasan-kereta-yang-tak-punya-penjaga,Finance
"Kamis, 04 Jun 2026 06:54 WIB","Masih Ada Penukaran Dolar di Trotoar Jakarta, Begini Nasibnya Sekarang",https://finance.detik.com/bursa-dan-valas/d-8516786/masih-ada-penukaran-dolar-di-trotoar-jakarta-begini-nasibnya-sekarang,Finance
"Kamis, 04 Jun 2026 06:45 WIB",Panel Surya Kian Diminati di Tengah Tingginya Tarif Listrik,https://finance.detik.com/foto-bisnis/d-8517026/panel-surya-kian-diminati-di-tengah-tingginya-tarif-listrik,Finance
"Kamis, 04 Jun 2026 06:41 WIB","RI Bakal Kena Tarif Baru 10% dari AS, Pemerintah Buka Suara",https://finance.detik.com/berita-ekonomi-bisnis/d-8517041/ri-bakal-kena-tarif-baru-10-dari-as-pemerintah-buka-suara,Finance
"Kamis, 04 Jun 2026 06:30 WIB",Menanti Perbaikan Tata Kelola MBG Usai Dadan Dicopot,https://finance.detik.com/berita-ekonomi-bisnis/d-8516782/menanti-perbaikan-tata-kelola-mbg-usai-dadan-dicopot,Finance
"Kamis, 04 Jun 2026 06:04 WIB",Grab soal Rumor Mau Cabut dari RI: Tidak Benar!,https://finance.detik.com/berita-ekonomi-bisnis/d-8517031/grab-soal-rumor-mau-cabut-dari-ri-tidak-benar,Finance
"Kamis, 04 Jun 2026 05:55 WIB",Biang Kerok IHSG Tiba-tiba Keok ke 5.900,https://finance.detik.com/bursa-dan-valas/d-8516780/biang-kerok-ihsg-tiba-tiba-keok-ke-5-900,Finance
"Rabu, 03 Jun 2026 22:33 WIB",Produksi Sumur Minyak Rakyat Tembus 1.500 Barel/Hari,https://finance.detik.com/energi/d-8516913/produksi-sumur-minyak-rakyat-tembus-1-500-barel-hari,Finance
"Rabu, 03 Jun 2026 22:28 WIB",Daftar 20 KKKS Penyumbang Produksi Minyak Nasional,https://finance.detik.com/energi/d-8516911/daftar-20-kkks-penyumbang-produksi-minyak-nasional,Finance
"Rabu, 03 Jun 2026 22:25 WIB",Aroma Kakao Jembrana yang Menembus Pasar Dunia,https://finance.detik.com/foto-bisnis/d-8516856/aroma-kakao-jembrana-yang-menembus-pasar-dunia,Finance
"Rabu, 03 Jun 2026 22:14 WIB","Pertalite Tak Naik Meski Harga Minyak Dunia Bergejolak, Ini Alasannya",https://finance.detik.com/energi/d-8516900/pertalite-tak-naik-meski-harga-minyak-dunia-bergejolak-ini-alasannya,Finance
"Rabu, 03 Jun 2026 22:03 WIB","Mau Dikeluarkan dari Holding BUMN Farmasi, Kimia Farma Buka Suara",https://finance.detik.com/berita-ekonomi-bisnis/d-8516883/mau-dikeluarkan-dari-holding-bumn-farmasi-kimia-farma-buka-suara,Finance
"Rabu, 03 Jun 2026 21:56 WIB","Krisis Kian Dalam, Warga Rela Menginap demi Bahan Bakar",https://finance.detik.com/foto-bisnis/d-8515624/krisis-kian-dalam-warga-rela-menginap-demi-bahan-bakar,Finance
"Rabu, 03 Jun 2026 21:50 WIB","Tiru Orient Express, KAI Luncurkan Kereta Mewah Nusantara Explorer 1 Juli",https://finance.detik.com/berita-ekonomi-bisnis/d-8516860/tiru-orient-express-kai-luncurkan-kereta-mewah-nusantara-explorer-1-juli,Finance
"Rabu, 03 Jun 2026 21:37 WIB","Kimia Farma Balikkan Rugi Jadi Laba Rp 123,63 M",https://finance.detik.com/bursa-dan-valas/d-8516849/kimia-farma-balikkan-rugi-jadi-laba-rp-123-63-m,Finance
"Rabu, 03 Jun 2026 21:22 WIB",Rencana Besar MRT Tembus Cikarang dan Balaraja,https://finance.detik.com/infrastruktur/d-8516833/rencana-besar-mrt-tembus-cikarang-dan-balaraja,Finance
"Rabu, 03 Jun 2026 21:05 WIB","Mantan Bos BGN Jadi Tersangka, Prabowo: Saya Tidak Mau Uang Rakyat Dicuri!",https://finance.detik.com/berita-ekonomi-bisnis/d-8516815/mantan-bos-bgn-jadi-tersangka-prabowo-saya-tidak-mau-uang-rakyat-dicuri,Finance
"Rabu, 03 Jun 2026 21:01 WIB","Desakan Dibentuknya Badan Sawit Nasional, Seberapa Penting?",https://finance.detik.com/industri/d-8516091/desakan-dibentuknya-badan-sawit-nasional-seberapa-penting,Finance
"Rabu, 03 Jun 2026 21:00 WIB","IHSG Anjlok 4,11 Persen ke Level 5.941",https://finance.detik.com/foto-bisnis/d-8516794/ihsg-anjlok-4-11-persen-ke-level-5-941,Finance
"Rabu, 03 Jun 2026 20:55 WIB",MRT Bakal Berhenti di Kawasan Monas Akhir 2027,https://finance.detik.com/infrastruktur/d-8516800/mrt-bakal-berhenti-di-kawasan-monas-akhir-2027,Finance
"Rabu, 03 Jun 2026 20:40 WIB",KemenPU & PT PP Targekan Perbaikan Huntara Aceh Utara Rampung 1 Pekan,https://finance.detik.com/infrastruktur/d-8516787/kemenpu-pt-pp-targekan-perbaikan-huntara-aceh-utara-rampung-1-pekan,Finance
"Rabu, 03 Jun 2026 20:26 WIB",Terungkap Biang Kerok Produksi Minyak Blok Cepu & Rokan Turun Awal Tahun,https://finance.detik.com/energi/d-8516767/terungkap-biang-kerok-produksi-minyak-blok-cepu-rokan-turun-awal-tahun,Finance
"Rabu, 03 Jun 2026 20:18 WIB","Video: #TanyadetikFinance Bahaya Lipstick Effect di Balik Kondisi Ekonomi Mandek, Apaan Tuh?",https://20.detik.com/detikupdate/20260603-260603106/video-tanyadetikfinance-bahaya-lipstick-effect-di-balik-kondisi-ekonomi-mandek-apaan-tuh,Finance
"Rabu, 03 Jun 2026 20:07 WIB","Asuransi Astra Pede Kinerja Tetap Tumbuh, Ini Alasannya",https://finance.detik.com/bursa-dan-valas/d-8516744/asuransi-astra-pede-kinerja-tetap-tumbuh-ini-alasannya,Finance
"Rabu, 03 Jun 2026 20:00 WIB","Di Tengah Penataan Kawasan Hutan, Kepastian bagi Industri Sawit Jadi Sorotan",https://finance.detik.com/industri/d-8516527/di-tengah-penataan-kawasan-hutan-kepastian-bagi-industri-sawit-jadi-sorotan,Finance
"Rabu, 03 Jun 2026 20:00 WIB",MRT Bundaran HI Bersiap Tambah Kapasitas Penumpang,https://finance.detik.com/foto-bisnis/d-8516650/mrt-bundaran-hi-bersiap-tambah-kapasitas-penumpang,Finance
"Rabu, 03 Jun 2026 19:56 WIB","Dolar Nyaris Rp 18.000, Purbaya Sebut Banyak Isu Negatif di Pasar",https://finance.detik.com/bursa-dan-valas/d-8516731/dolar-nyaris-rp-18-000-purbaya-sebut-banyak-isu-negatif-di-pasar,Finance
"Rabu, 03 Jun 2026 19:45 WIB","Berganti Wajah, Mal di Cibubur Bidik Generasi Modern",https://finance.detik.com/foto-bisnis/d-8516801/berganti-wajah-mal-di-cibubur-bidik-generasi-modern,Finance
"Rabu, 03 Jun 2026 19:43 WIB","KAI Siapkan Sistem Cegah Tabrakan Kereta, Lirik Teknologi Ini",https://finance.detik.com/infrastruktur/d-8516711/kai-siapkan-sistem-cegah-tabrakan-kereta-lirik-teknologi-ini,Finance
"Rabu, 03 Jun 2026 19:10 WIB",IIES 2026 Jadi Gerbang Produk Lokal Tembus Pasar Global,https://finance.detik.com/foto-bisnis/d-8516922/iies-2026-jadi-gerbang-produk-lokal-tembus-pasar-global,Finance
"Rabu, 03 Jun 2026 19:00 WIB",Rencana Besar KAI Bangun Jalur Kereta 60.000 Km,https://finance.detik.com/infrastruktur/d-8516539/rencana-besar-kai-bangun-jalur-kereta-60-000-km,Finance
"Rabu, 03 Jun 2026 18:40 WIB","Dadan Ditahan Kejagung, Purbaya: Salah Satu Laporan dari Kita",https://finance.detik.com/berita-ekonomi-bisnis/d-8516614/dadan-ditahan-kejagung-purbaya-salah-satu-laporan-dari-kita,Finance
"Rabu, 03 Jun 2026 18:39 WIB","Dadan Eks Kepala BGN Jadi Tersangka Korupsi MBG, Hartanya Rp 9 Miliar",https://finance.detik.com/berita-ekonomi-bisnis/d-8516610/dadan-eks-kepala-bgn-jadi-tersangka-korupsi-mbg-hartanya-rp-9-miliar,Finance
"Rabu, 03 Jun 2026 18:33 WIB",TelkomMetra Gandeng AdMedika Siap Ekspansi di Bawah Fullerton Health,https://finance.detik.com/bursa-dan-valas/d-8516599/telkommetra-gandeng-admedika-siap-ekspansi-di-bawah-fullerton-health,Finance
"Rabu, 03 Jun 2026 18:04 WIB","Video: KAI Catat Laba Bersih Rp 2,3 Triliun Sepanjang 2025",https://20.detik.com/detikupdate/20260603-260603089/video-kai-catat-laba-bersih-rp-23-triliun-sepanjang-2025,Finance
"Rabu, 03 Jun 2026 18:01 WIB",Horor KRL di Jam Sibuk: 1 Meter Persegi Isinya 8 Orang!,https://finance.detik.com/infrastruktur/d-8516523/horor-krl-di-jam-sibuk-1-meter-persegi-isinya-8-orang,Finance
"Rabu, 03 Jun 2026 18:01 WIB","Tantangan Industri Sawit, Ganjalan Target Swasembada Energi",https://finance.detik.com/industri/d-8516084/tantangan-industri-sawit-ganjalan-target-swasembada-energi,Finance
"Rabu, 03 Jun 2026 17:59 WIB","Pakar Soroti Ketidakpastian Hukum Sawit, Disebut Bisa Ganggu Investasi",https://finance.detik.com/industri/d-8516518/pakar-soroti-ketidakpastian-hukum-sawit-disebut-bisa-ganggu-investasi,Finance
