Tanggal,Judul Berita,URL,Label,Judul Bersih,Tokenisasi,Jumlah Kata
"Selasa, 23 Jun 2026 19:17 WIB",Jaksa: Duplik Nadiem Akui yang Kami Dakwakan soal Chromebook,https://news.detik.com/berita/d-8544283/jaksa-duplik-nadiem-akui-yang-kami-dakwakan-soal-chromebook,News,jaksa duplik nadiem aku kami dakwa soal chromebook,"['jaksa', 'duplik', 'nadiem', 'aku', 'kami', 'dakwa', 'soal', 'chromebook']",8
"Selasa, 23 Jun 2026 19:12 WIB",KPK Geledah Kantor Biro Jasa di Bali Terkait Kasus Izin Tinggal WNA,https://news.detik.com/berita/d-8544277/kpk-geledah-kantor-biro-jasa-di-bali-terkait-kasus-izin-tinggal-wna,News,kpk geledah kantor biro jasa bal kait kasus izin tinggal wna,"['kpk', 'geledah', 'kantor', 'biro', 'jasa', 'bal', 'kait', 'kasus', 'izin', 'tinggal', 'wna']",11
"Selasa, 23 Jun 2026 19:09 WIB","Niat Puasa Tasu'a dan Asyura: Bacaan Arab, Latin dan Artinya",https://news.detik.com/berita/d-8544177/niat-puasa-tasua-dan-asyura-bacaan-arab-latin-dan-artinya,News,niat puasa tasu a asyura baca arab latin arti,"['niat', 'puasa', 'tasu', 'a', 'asyura', 'baca', 'arab', 'latin', 'arti']",9
"Selasa, 23 Jun 2026 19:04 WIB",Bamsoet Dorong RI-China Tingkatkan Kerja Sama Bidang Teknologi Kesehatan,https://news.detik.com/berita/d-8544272/bamsoet-dorong-ri-china-tingkatkan-kerja-sama-bidang-teknologi-kesehatan,News,bamsoet dorong ri china tingkat kerja sama bidang teknologi sehat,"['bamsoet', 'dorong', 'ri', 'china', 'tingkat', 'kerja', 'sama', 'bidang', 'teknologi', 'sehat']",10
"Selasa, 23 Jun 2026 19:03 WIB",2 Peserta SPPI Kopdes dan Kampung Nelayan Meninggal Saat Ikut Latihan Militer,https://news.detik.com/berita/d-8544268/2-peserta-sppi-kopdes-dan-kampung-nelayan-meninggal-saat-ikut-latihan-militer,News,serta sppi kopdes kampung nelayan tinggal ikut latih militer,"['serta', 'sppi', 'kopdes', 'kampung', 'nelayan', 'tinggal', 'ikut', 'latih', 'militer']",9
"Selasa, 23 Jun 2026 19:03 WIB",10 Asosiasi Desa Siap Dukung Program MBG dan KDMP,https://news.detik.com/berita/d-8544267/10-asosiasi-desa-siap-dukung-program-mbg-dan-kdmp,News,asosiasi desa siap dukung program mbg kdmp,"['asosiasi', 'desa', 'siap', 'dukung', 'program', 'mbg', 'kdmp']",7
"Selasa, 23 Jun 2026 18:59 WIB",Video: Bandar Sabu Tewas Tenggelam Saat Kabur dari Kejaran Polisi,https://20.detik.com/detikupdate/20260623-260623122/video-bandar-sabu-tewas-tenggelam-saat-kabur-dari-kejaran-polisi,News,video bandar sabu tewas tenggelam kabur kejar polisi,"['video', 'bandar', 'sabu', 'tewas', 'tenggelam', 'kabur', 'kejar', 'polisi']",8
"Selasa, 23 Jun 2026 18:57 WIB",Pihak UBK Berikan Keterangan Pers Soal Pengakuan Ketua BEM FH,https://news.detik.com/foto-news/d-8544221/pihak-ubk-berikan-keterangan-pers-soal-pengakuan-ketua-bem-fh,News,pihak ubk ikan terang pers soal aku ketua bem fh,"['pihak', 'ubk', 'ikan', 'terang', 'pers', 'soal', 'aku', 'ketua', 'bem', 'fh']",10
"Selasa, 23 Jun 2026 18:54 WIB",Kejagung Pastikan Motor Listrik BGN yang Disegel Bisa Segera Disalurkan,https://news.detik.com/berita/d-8544254/kejagung-pastikan-motor-listrik-bgn-yang-disegel-bisa-segera-disalurkan,News,jagung pasti motor listrik bgn segel segera salur,"['jagung', 'pasti', 'motor', 'listrik', 'bgn', 'segel', 'segera', 'salur']",8
"Selasa, 23 Jun 2026 18:45 WIB",Video: Barang-barang yang Diamankan dari TKP Penyekapan Wanita di Bandung,https://20.detik.com/detikupdate/20260623-260623124/video-barang-barang-yang-diamankan-dari-tkp-penyekapan-wanita-di-bandung,News,video barang barang aman tkp sekap wanita bandung,"['video', 'barang', 'barang', 'aman', 'tkp', 'sekap', 'wanita', 'bandung']",8
"Selasa, 23 Jun 2026 18:45 WIB",KSP Dorong Program Ketahanan Pangan Kemenimipas Jadi Percontohan Nasional,https://news.detik.com/berita/d-8544243/ksp-dorong-program-ketahanan-pangan-kemenimipas-jadi-percontohan-nasional,News,ksp dorong program tahan pangan kemenimipas jadi contoh nasional,"['ksp', 'dorong', 'program', 'tahan', 'pangan', 'kemenimipas', 'jadi', 'contoh', 'nasional']",9
"Selasa, 23 Jun 2026 18:31 WIB","Prabowo Akui Gaji Guru dan PNS Kurang Baik, Singgung Uang Negara Diambil",https://news.detik.com/berita/d-8544204/prabowo-akui-gaji-guru-dan-pns-kurang-baik-singgung-uang-negara-diambil,News,prabowo aku gaji guru pns kurang baik singgung uang negara ambil,"['prabowo', 'aku', 'gaji', 'guru', 'pns', 'kurang', 'baik', 'singgung', 'uang', 'negara', 'ambil']",11
"Selasa, 23 Jun 2026 18:27 WIB",Wakil Kepala BPS RI: SE2026 Ukur Kontribusi Pendidikan bagi Ekonomi DIY,https://news.detik.com/berita/d-8544195/wakil-kepala-bps-ri-se2026-ukur-kontribusi-pendidikan-bagi-ekonomi-diy,News,wakil kepala bps ri se ukur kontribusi didik ekonomi diy,"['wakil', 'kepala', 'bps', 'ri', 'se', 'ukur', 'kontribusi', 'didik', 'ekonomi', 'diy']",10
"Selasa, 23 Jun 2026 18:23 WIB",Penjelasan Mendes soal 30 Ribu Calon Manajer Kopdes Ikut Latihan Militer,https://news.detik.com/berita/d-8544191/penjelasan-mendes-soal-30-ribu-calon-manajer-kopdes-ikut-latihan-militer,News,jelas mendes soal ribu calon manajer kopdes ikut latih militer,"['jelas', 'mendes', 'soal', 'ribu', 'calon', 'manajer', 'kopdes', 'ikut', 'latih', 'militer']",10
"Selasa, 23 Jun 2026 18:20 WIB",UBK Nonaktifkan Ketua BEM FH yang Terima Uang untuk Ubah Titik Demo,https://news.detik.com/berita/d-8544189/ubk-nonaktifkan-ketua-bem-fh-yang-terima-uang-untuk-ubah-titik-demo,News,ubk nonaktif ketua bem fh terima uang ubah titik demo,"['ubk', 'nonaktif', 'ketua', 'bem', 'fh', 'terima', 'uang', 'ubah', 'titik', 'demo']",10
"Selasa, 23 Jun 2026 18:15 WIB",Trump Ancam Penjarakan Pelaku Vandalisme Lincoln Memorial Reflecting Pool,https://news.detik.com/dw/d-8544183/trump-ancam-penjarakan-pelaku-vandalisme-lincoln-memorial-reflecting-pool,News,trump ancam penjara laku vandalisme lincoln memorial reflecting pool,"['trump', 'ancam', 'penjara', 'laku', 'vandalisme', 'lincoln', 'memorial', 'reflecting', 'pool']",9
"Selasa, 23 Jun 2026 18:10 WIB","Israel-Lebanon Kembali Berunding, AS Jadi Tuan Rumah",https://news.detik.com/dw/d-8544168/israel-lebanon-kembali-berunding-as-jadi-tuan-rumah,News,israel lebanon runding as jadi tuan rumah,"['israel', 'lebanon', 'runding', 'as', 'jadi', 'tuan', 'rumah']",7
"Selasa, 23 Jun 2026 18:08 WIB",Mantan Menkeu Nepal Ditangkap Atas Kasus Pencucian Uang,https://news.detik.com/internasional/d-8544157/mantan-menkeu-nepal-ditangkap-atas-kasus-pencucian-uang,News,mantan menkeu nepal tangkap atas kasus cuci uang,"['mantan', 'menkeu', 'nepal', 'tangkap', 'atas', 'kasus', 'cuci', 'uang']",8
"Selasa, 23 Jun 2026 18:04 WIB",Prabowo Kaget Banyak Kekayaan Negara Hilang: Anggaplah Ini Kelalaian Bersama,https://news.detik.com/berita/d-8544155/prabowo-kaget-banyak-kekayaan-negara-hilang-anggaplah-ini-kelalaian-bersama,News,prabowo kaget banyak kaya negara hilang anggap lalai sama,"['prabowo', 'kaget', 'banyak', 'kaya', 'negara', 'hilang', 'anggap', 'lalai', 'sama']",9
"Selasa, 23 Jun 2026 18:04 WIB",Kronologi Ojol Lagi Tunggu Penumpang Dilecehkan Pria Paruh Baya di Bogor,https://news.detik.com/berita/d-8544153/kronologi-ojol-lagi-tunggu-penumpang-dilecehkan-pria-paruh-baya-di-bogor,News,kronologi ojol tunggu tumpang leceh pria paruh baya bogor,"['kronologi', 'ojol', 'tunggu', 'tumpang', 'leceh', 'pria', 'paruh', 'baya', 'bogor']",9
"Selasa, 23 Jun 2026 17:58 WIB",Lamborghini hingga Alat Berat Milik Bos Tambang di Kalbar Disita,https://news.detik.com/berita/d-8544142/lamborghini-hingga-alat-berat-milik-bos-tambang-di-kalbar-disita,News,lamborghini hingga alat berat milik bos tambang kalbar sita,"['lamborghini', 'hingga', 'alat', 'berat', 'milik', 'bos', 'tambang', 'kalbar', 'sita']",9
"Selasa, 23 Jun 2026 17:57 WIB","Prancis Cetak Rekor Suhu Terpanas, 40 Orang Tewas",https://news.detik.com/internasional/d-8544140/prancis-cetak-rekor-suhu-terpanas-40-orang-tewas,News,prancis cetak rekor suhu panas orang tewas,"['prancis', 'cetak', 'rekor', 'suhu', 'panas', 'orang', 'tewas']",7
"Selasa, 23 Jun 2026 17:54 WIB","Irjen Daniel: Bali Etalase Indonesia, Keamanan Jadi Perhatian Dunia",https://news.detik.com/berita/d-8544138/irjen-daniel-bali-etalase-indonesia-keamanan-jadi-perhatian-dunia,News,irjen daniel bal etalase indonesia aman jadi perhati dunia,"['irjen', 'daniel', 'bal', 'etalase', 'indonesia', 'aman', 'jadi', 'perhati', 'dunia']",9
"Selasa, 23 Jun 2026 17:49 WIB",RI Berpeluang Peroleh Pendanaan US$ 260 Juta buat Lindungi Ekosistem Laut,https://news.detik.com/berita/d-8544132/ri-berpeluang-peroleh-pendanaan-us-260-juta-buat-lindungi-ekosistem-laut,News,ri peluang oleh dana us juta buat lindung ekosistem laut,"['ri', 'peluang', 'oleh', 'dana', 'us', 'juta', 'buat', 'lindung', 'ekosistem', 'laut']",10
"Selasa, 23 Jun 2026 17:46 WIB",Pemprov Banten Usulkan Pembangunan 50 Ruas Jalan ke Kementerian PU,https://news.detik.com/berita/d-8544128/pemprov-banten-usulkan-pembangunan-50-ruas-jalan-ke-kementerian-pu,News,pemprov banten usul bangun ruas jalan menteri pu,"['pemprov', 'banten', 'usul', 'bangun', 'ruas', 'jalan', 'menteri', 'pu']",8
"Selasa, 23 Jun 2026 17:41 WIB","Ditangkap, Pria Paruh Baya di Bogor Lecehkan Ojol Sedang Tunggu Penumpang",https://news.detik.com/berita/d-8544127/ditangkap-pria-paruh-baya-di-bogor-lecehkan-ojol-sedang-tunggu-penumpang,News,tangkap pria paruh baya bogor leceh ojol sedang tunggu tumpang,"['tangkap', 'pria', 'paruh', 'baya', 'bogor', 'leceh', 'ojol', 'sedang', 'tunggu', 'tumpang']",10
"Selasa, 23 Jun 2026 17:38 WIB",Prabowo di Munas NU: Kiai dan Ulama Adalah Tokoh Paling Dekat dengan Rakyat,https://news.detik.com/berita/d-8544124/prabowo-di-munas-nu-kiai-dan-ulama-adalah-tokoh-paling-dekat-dengan-rakyat,News,prabowo munas nu kiai ulama tokoh paling dekat rakyat,"['prabowo', 'munas', 'nu', 'kiai', 'ulama', 'tokoh', 'paling', 'dekat', 'rakyat']",9
"Selasa, 23 Jun 2026 17:37 WIB","Didukung 10 Asosiasi Desa, Mendes: MBG dan Kopdes Serap Banyak Pekerja",https://news.detik.com/berita/d-8544122/didukung-10-asosiasi-desa-mendes-mbg-dan-kopdes-serap-banyak-pekerja,News,dukung asosiasi desa mendes mbg kopdes serap banyak kerja,"['dukung', 'asosiasi', 'desa', 'mendes', 'mbg', 'kopdes', 'serap', 'banyak', 'kerja']",9
"Selasa, 23 Jun 2026 17:36 WIB",Dari Ruang Kuliah Turun ke Jalan,https://news.detik.com/x/detail/spotlight/20260623/Dari-Ruang-Kuliah-Turun-ke-Jalan/,News,ruang kuliah turun jalan,"['ruang', 'kuliah', 'turun', 'jalan']",4
"Selasa, 23 Jun 2026 17:32 WIB",Video: Kondisi Sampah Penuhi Kali Gendong hingga Potret Jibaku Petugas,https://20.detik.com/detikupdate/20260623-260623121/video-kondisi-sampah-penuhi-kali-gendong-hingga-potret-jibaku-petugas,News,video kondisi sampah penuh kali gendong hingga potret jibaku tugas,"['video', 'kondisi', 'sampah', 'penuh', 'kali', 'gendong', 'hingga', 'potret', 'jibaku', 'tugas']",10
"Selasa, 23 Jun 2026 17:32 WIB",3 Pejabat Bea Cukai Akan Didakwa Terima Suap dan Gratifikasi Rp 71 M,https://news.detik.com/berita/d-8544110/3-pejabat-bea-cukai-akan-didakwa-terima-suap-dan-gratifikasi-rp-71-m,News,jabat bea cukai dakwa terima suap gratifikasi rp m,"['jabat', 'bea', 'cukai', 'dakwa', 'terima', 'suap', 'gratifikasi', 'rp', 'm']",9
"Selasa, 23 Jun 2026 17:29 WIB","Siswi SMAN 6 Tewas Kecelakaan di Jaksel, Polisi Periksa Sejumlah Saksi",https://news.detik.com/berita/d-8544107/siswi-sman-6-tewas-kecelakaan-di-jaksel-polisi-periksa-sejumlah-saksi,News,siswi sman tewas celaka jaksel polisi periksa jumlah saksi,"['siswi', 'sman', 'tewas', 'celaka', 'jaksel', 'polisi', 'periksa', 'jumlah', 'saksi']",9
"Selasa, 23 Jun 2026 17:28 WIB",Sidang Vonis Nadiem Makarim Digelar 30 Juni,https://news.detik.com/berita/d-8544104/sidang-vonis-nadiem-makarim-digelar-30-juni,News,sidang vonis nadiem makarim gelar juni,"['sidang', 'vonis', 'nadiem', 'makarim', 'gelar', 'juni']",6
"Selasa, 23 Jun 2026 17:28 WIB","Sungai Ciujung Diduga Tercemar, Dinas LH Serang Bakal Panggil Industri",https://news.detik.com/berita/d-8544103/sungai-ciujung-diduga-tercemar-dinas-lh-serang-bakal-panggil-industri,News,sungai ciujung duga cemar dinas lh serang bakal panggil industri,"['sungai', 'ciujung', 'duga', 'cemar', 'dinas', 'lh', 'serang', 'bakal', 'panggil', 'industri']",10
"Selasa, 23 Jun 2026 17:22 WIB",Atalia Jenguk Wanita Disekap Pacar di Bandung: Wajah Korban Rusak Berat,https://news.detik.com/berita/d-8544098/atalia-jenguk-wanita-disekap-pacar-di-bandung-wajah-korban-rusak-berat,News,atalia jenguk wanita sekap pacar bandung wajah korban rusak berat,"['atalia', 'jenguk', 'wanita', 'sekap', 'pacar', 'bandung', 'wajah', 'korban', 'rusak', 'berat']",10
"Selasa, 23 Jun 2026 17:21 WIB",Kejagung Buka Peluang Periksa Nanik S Deyang,https://news.detik.com/berita/d-8544096/kejagung-buka-peluang-periksa-nanik-s-deyang,News,jagung buka peluang periksa nanik s deyang,"['jagung', 'buka', 'peluang', 'periksa', 'nanik', 's', 'deyang']",7
"Selasa, 23 Jun 2026 17:17 WIB","Pesawat Pengebom Rusia Patroli di Atas Laut Norwegia, Ada Apa?",https://news.detik.com/internasional/d-8544085/pesawat-pengebom-rusia-patroli-di-atas-laut-norwegia-ada-apa,News,pesawat bom rusia patroli atas laut norwegia apa,"['pesawat', 'bom', 'rusia', 'patroli', 'atas', 'laut', 'norwegia', 'apa']",8
"Selasa, 23 Jun 2026 17:15 WIB","Wajah Mirip Taufik Hidayat DPO, Pria Ini Jadi Korban Salah Sasaran Emosi Warga",https://news.detik.com/berita/d-8544084/wajah-mirip-taufik-hidayat-dpo-pria-ini-jadi-korban-salah-sasaran-emosi-warga,News,wajah mirip taufik hidayat dpo pria jadi korban salah sasar emosi warga,"['wajah', 'mirip', 'taufik', 'hidayat', 'dpo', 'pria', 'jadi', 'korban', 'salah', 'sasar', 'emosi', 'warga']",12
"Selasa, 23 Jun 2026 17:15 WIB","DBH Terancam Dipangkas, Pemprov DKI Pilih Kurangi Belanja Nonprioritas",https://news.detik.com/berita/d-8544083/dbh-terancam-dipangkas-pemprov-dki-pilih-kurangi-belanja-nonprioritas,News,dbh ancam pangkas pemprov dki pilih kurang belanja nonprioritas,"['dbh', 'ancam', 'pangkas', 'pemprov', 'dki', 'pilih', 'kurang', 'belanja', 'nonprioritas']",9
"Selasa, 23 Jun 2026 17:13 WIB",Video: Melihat Kos Tempat Wanita Disekap-Dianiaya Pacar di Bandung,https://20.detik.com/detikupdate/20260623-260623120/video-melihat-kos-tempat-wanita-disekap-dianiaya-pacar-di-bandung,News,video lihat kos tempat wanita sekap aniaya pacar bandung,"['video', 'lihat', 'kos', 'tempat', 'wanita', 'sekap', 'aniaya', 'pacar', 'bandung']",9
"Selasa, 23 Jun 2026 17:07 WIB","Sambut Hari Bhayangkara, Polres Kepulauan Seribu Bakti Sosial-Religi",https://news.detik.com/berita/d-8544072/sambut-hari-bhayangkara-polres-kepulauan-seribu-bakti-sosial-religi,News,sambut hari bhayangkara polres pulau ribu bakti sosial religi,"['sambut', 'hari', 'bhayangkara', 'polres', 'pulau', 'ribu', 'bakti', 'sosial', 'religi']",9
"Selasa, 23 Jun 2026 17:04 WIB","36 Kapal Lintasi Selat Hormuz, Tertinggi Sejak Perang AS-Iran",https://news.detik.com/internasional/d-8544063/36-kapal-lintasi-selat-hormuz-tertinggi-sejak-perang-as-iran,News,kapal lintas selat hormuz tinggi sejak perang as iran,"['kapal', 'lintas', 'selat', 'hormuz', 'tinggi', 'sejak', 'perang', 'as', 'iran']",9
"Selasa, 23 Jun 2026 17:03 WIB","Nadiem Bacakan Duplik, Bantah Dakwaan Kasus Chromebook",https://news.detik.com/berita/d-8544060/nadiem-bacakan-duplik-bantah-dakwaan-kasus-chromebook,News,nadiem baca duplik bantah dakwa kasus chromebook,"['nadiem', 'baca', 'duplik', 'bantah', 'dakwa', 'kasus', 'chromebook']",7
"Selasa, 23 Jun 2026 17:02 WIB","Pria di Bogor Diduga Jadi Korban Pelecehan Sesama Jenis, Pelaku Ditangkap",https://news.detik.com/berita/d-8544058/pria-di-bogor-diduga-jadi-korban-pelecehan-sesama-jenis-pelaku-ditangkap,News,pria bogor duga jadi korban leceh sama jenis laku tangkap,"['pria', 'bogor', 'duga', 'jadi', 'korban', 'leceh', 'sama', 'jenis', 'laku', 'tangkap']",10
"Selasa, 23 Jun 2026 17:02 WIB","Bea-Cukai Sikat 43 Kontainer Isi Balpres Rp 37,5 M di Tanjung Priok",https://news.detik.com/berita/d-8544048/bea-cukai-sikat-43-kontainer-isi-balpres-rp-37-5-m-di-tanjung-priok,News,bea cukai sikat kontainer isi balpres rp m tanjung priok,"['bea', 'cukai', 'sikat', 'kontainer', 'isi', 'balpres', 'rp', 'm', 'tanjung', 'priok']",10
"Selasa, 23 Jun 2026 16:56 WIB","Viral Penumpang Terjatuh di Eskalator Stasiun Bekasi, 3 Orang Terluka",https://news.detik.com/berita/d-8544032/viral-penumpang-terjatuh-di-eskalator-stasiun-bekasi-3-orang-terluka,News,viral tumpang jatuh eskalator stasiun bekas orang luka,"['viral', 'tumpang', 'jatuh', 'eskalator', 'stasiun', 'bekas', 'orang', 'luka']",8
"Selasa, 23 Jun 2026 16:50 WIB",Prabowo Ngaku Nyaman di Tengah NU: Saya Kenal Keluarga Besar NU Sejak Kecil,https://news.detik.com/berita/d-8544022/prabowo-ngaku-nyaman-di-tengah-nu-saya-kenal-keluarga-besar-nu-sejak-kecil,News,prabowo ngaku nyaman tengah nu kenal keluarga besar nu sejak kecil,"['prabowo', 'ngaku', 'nyaman', 'tengah', 'nu', 'kenal', 'keluarga', 'besar', 'nu', 'sejak', 'kecil']",11
"Selasa, 23 Jun 2026 16:50 WIB","Usai Bertemu Dasco, Goto-Grab Umumkan Tarif Potongan 8% Ojol Berlaku 1 Juli",https://news.detik.com/berita/d-8544021/usai-bertemu-dasco-goto-grab-umumkan-tarif-potongan-8-ojol-berlaku-1-juli,News,usai temu dasco goto grab umum tarif potong ojol laku juli,"['usai', 'temu', 'dasco', 'goto', 'grab', 'umum', 'tarif', 'potong', 'ojol', 'laku', 'juli']",11
"Selasa, 23 Jun 2026 16:39 WIB","Dukung Swasembada Pangan, Polda Riau Panen Jagung 4 Hektare di Pekanbaru",https://news.detik.com/melindungi-tuah-marwah/d-8543998/dukung-swasembada-pangan-polda-riau-panen-jagung-4-hektare-di-pekanbaru,News,dukung swasembada pangan polda riau panen jagung hektare pekanbaru,"['dukung', 'swasembada', 'pangan', 'polda', 'riau', 'panen', 'jagung', 'hektare', 'pekanbaru']",9
"Selasa, 23 Jun 2026 16:39 WIB",Video: Prabowo Ngaku Merasa Nyaman dan Aman di Tengah Keluarga Besar NU,https://20.detik.com/detikupdate/20260623-260623118/video-prabowo-ngaku-merasa-nyaman-dan-aman-di-tengah-keluarga-besar-nu,News,video prabowo ngaku rasa nyaman aman tengah keluarga besar nu,"['video', 'prabowo', 'ngaku', 'rasa', 'nyaman', 'aman', 'tengah', 'keluarga', 'besar', 'nu']",10
"Selasa, 23 Jun 2026 16:37 WIB","Jelang 5 Abad Jakarta, Ini Program Prioritas yang Dikebut Pemprov DKI",https://news.detik.com/berita/d-8543993/jelang-5-abad-jakarta-ini-program-prioritas-yang-dikebut-pemprov-dki,News,jelang abad jakarta program prioritas kebut pemprov dki,"['jelang', 'abad', 'jakarta', 'program', 'prioritas', 'kebut', 'pemprov', 'dki']",8
"Selasa, 23 Jun 2026 16:31 WIB",Rajiv Minta Polisi Segera Tangkap Pelaku Penyekapan di Bandung,https://news.detik.com/berita/d-8543976/rajiv-minta-polisi-segera-tangkap-pelaku-penyekapan-di-bandung,News,rajiv minta polisi segera tangkap laku sekap bandung,"['rajiv', 'minta', 'polisi', 'segera', 'tangkap', 'laku', 'sekap', 'bandung']",8
"Selasa, 23 Jun 2026 16:23 WIB",Iran Tak Izinkan PBB Periksa Fasilitas Nuklir yang Dibombardir AS-Israel,https://news.detik.com/internasional/d-8543966/iran-tak-izinkan-pbb-periksa-fasilitas-nuklir-yang-dibombardir-as-israel,News,iran tak izin pbb periksa fasilitas nuklir bombardir as israel,"['iran', 'tak', 'izin', 'pbb', 'periksa', 'fasilitas', 'nuklir', 'bombardir', 'as', 'israel']",10
"Selasa, 23 Jun 2026 16:22 WIB",Kejagung Tolak Permohonan JC Eks Waka BGN Sony Sonjaya,https://news.detik.com/berita/d-8543965/kejagung-tolak-permohonan-jc-eks-waka-bgn-sony-sonjaya,News,jagung tolak mohon jc eks waka bgn sony sonjaya,"['jagung', 'tolak', 'mohon', 'jc', 'eks', 'waka', 'bgn', 'sony', 'sonjaya']",9
"Selasa, 23 Jun 2026 16:17 WIB","KPK Periksa Nabil Husein, Usut Aliran Uang Terkait Kasus Eks Bupati Kukar",https://news.detik.com/berita/d-8543955/kpk-periksa-nabil-husein-usut-aliran-uang-terkait-kasus-eks-bupati-kukar,News,kpk periksa nabil husein usut alir uang kait kasus eks bupati kukar,"['kpk', 'periksa', 'nabil', 'husein', 'usut', 'alir', 'uang', 'kait', 'kasus', 'eks', 'bupati', 'kukar']",12
"Selasa, 23 Jun 2026 16:16 WIB",Waka DPR Desak Pelaku Penyekapan Wanita di Bandung Dihukum Berat: Langgar HAM,https://news.detik.com/berita/d-8543953/waka-dpr-desak-pelaku-penyekapan-wanita-di-bandung-dihukum-berat-langgar-ham,News,waka dpr desak laku sekap wanita bandung hukum berat langgar ham,"['waka', 'dpr', 'desak', 'laku', 'sekap', 'wanita', 'bandung', 'hukum', 'berat', 'langgar', 'ham']",11
"Selasa, 23 Jun 2026 16:11 WIB",Prabowo Heran Bahlil Dapat Tepuk Tangan Riuh: Gara-gara Harga BBM Nggak Naik?,https://news.detik.com/berita/d-8543950/prabowo-heran-bahlil-dapat-tepuk-tangan-riuh-gara-gara-harga-bbm-nggak-naik,News,prabowo heran bahlil tepuk tangan riuh gara gara harga bbm naik,"['prabowo', 'heran', 'bahlil', 'tepuk', 'tangan', 'riuh', 'gara', 'gara', 'harga', 'bbm', 'naik']",11
"Selasa, 23 Jun 2026 16:10 WIB",Suami di Jakbar Ternyata Pakai Narkoba hingga Picu Cekcok dan Bunuh Istri,https://news.detik.com/berita/d-8543947/suami-di-jakbar-ternyata-pakai-narkoba-hingga-picu-cekcok-dan-bunuh-istri,News,suami jakbar nyata pakai narkoba hingga picu cekcok bunuh istri,"['suami', 'jakbar', 'nyata', 'pakai', 'narkoba', 'hingga', 'picu', 'cekcok', 'bunuh', 'istri']",10
"Selasa, 23 Jun 2026 16:09 WIB",Sederet Barbuk Diamankan dari Kosan TKP Taufik Hidayat Sekap Pacar 3 Tahun,https://news.detik.com/berita/d-8543945/sederet-barbuk-diamankan-dari-kosan-tkp-taufik-hidayat-sekap-pacar-3-tahun,News,deret barbuk aman kosan tkp taufik hidayat sekap pacar tahun,"['deret', 'barbuk', 'aman', 'kosan', 'tkp', 'taufik', 'hidayat', 'sekap', 'pacar', 'tahun']",10
"Selasa, 23 Jun 2026 16:07 WIB",Turki Tangkap 200 Orang Lebih Jelang KTT NATO,https://news.detik.com/internasional/d-8543942/turki-tangkap-200-orang-lebih-jelang-ktt-nato,News,turki tangkap orang lebih jelang ktt nato,"['turki', 'tangkap', 'orang', 'lebih', 'jelang', 'ktt', 'nato']",7
"Selasa, 23 Jun 2026 16:00 WIB",Ketum Seruni KMP Dorong Penguatan Akses Pendidikan di Kabupaten Kupang,https://news.detik.com/berita/d-8543906/ketum-seruni-kmp-dorong-penguatan-akses-pendidikan-di-kabupaten-kupang,News,tum seruni kmp dorong kuat akses didik kabupaten kupang,"['tum', 'seruni', 'kmp', 'dorong', 'kuat', 'akses', 'didik', 'kabupaten', 'kupang']",9
"Selasa, 23 Jun 2026 15:59 WIB",Satgas PRR Pastikan Hak Kelompok Rentan Terpenuhi Pascabencana Sumatera,https://news.detik.com/berita/d-8543927/satgas-prr-pastikan-hak-kelompok-rentan-terpenuhi-pascabencana-sumatera,News,satgas prr pasti hak kelompok rentan penuh pascabencana sumatera,"['satgas', 'prr', 'pasti', 'hak', 'kelompok', 'rentan', 'penuh', 'pascabencana', 'sumatera']",9
"Selasa, 23 Jun 2026 15:56 WIB",Kondisi Terkini Air Sungai Ciujung di Serang yang Sempat Menghitam,https://news.detik.com/berita/d-8543925/kondisi-terkini-air-sungai-ciujung-di-serang-yang-sempat-menghitam,News,kondisi kini air sungai ciujung serang sempat hitam,"['kondisi', 'kini', 'air', 'sungai', 'ciujung', 'serang', 'sempat', 'hitam']",8
"Selasa, 23 Jun 2026 15:52 WIB",Video: Jokowi soal Roy Suryo dan dr Tifa Tak Ditahan Kejari Jaksel,https://20.detik.com/detikupdate/20260623-260623111/video-jokowi-soal-roy-suryo-dan-dr-tifa-tak-ditahan-kejari-jaksel,News,video jokowi soal roy suryo dr tifa tak tahan kejar jaksel,"['video', 'jokowi', 'soal', 'roy', 'suryo', 'dr', 'tifa', 'tak', 'tahan', 'kejar', 'jaksel']",11
"Selasa, 23 Jun 2026 15:44 WIB",Prabowo Sebut Nahdliyin Ada di Semua Partai: Belajar Politik dari NU,https://news.detik.com/berita/d-8543899/prabowo-sebut-nahdliyin-ada-di-semua-partai-belajar-politik-dari-nu,News,prabowo sebut nahdliyin di semua partai ajar politik nu,"['prabowo', 'sebut', 'nahdliyin', 'di', 'semua', 'partai', 'ajar', 'politik', 'nu']",9
"Selasa, 23 Jun 2026 15:43 WIB",Iran Klaim AS Sepakat Cairkan Aset Rp 214 T yang Dibekukan,https://news.detik.com/internasional/d-8543898/iran-klaim-as-sepakat-cairkan-aset-rp-214-t-yang-dibekukan,News,iran klaim as sepakat cair aset rp t beku,"['iran', 'klaim', 'as', 'sepakat', 'cair', 'aset', 'rp', 't', 'beku']",9
"Selasa, 23 Jun 2026 15:40 WIB",Ratusan Ribu Pendaftar Serbu Program Padat Karya Pemprov DKI,https://news.detik.com/berita/d-8543892/ratusan-ribu-pendaftar-serbu-program-padat-karya-pemprov-dki,News,ratus ribu daftar serbu program padat karya pemprov dki,"['ratus', 'ribu', 'daftar', 'serbu', 'program', 'padat', 'karya', 'pemprov', 'dki']",9
